client_id,age,sexe,profession,secteur,duree_emploi_annees,revenu_mensuel_TND,region,contract_id,date_debut,duree_mois,montant_leasing_TND,mensualite_TND,taux_annuel_pourcent,type_bien,valeur_bien_TND,apport_TND,nb_retards_30,nb_retards_60,nb_retards_90,nb_incidents,dernier_retard_date,outstanding_balance_TND,nb_paiements_effectues,credit_score,collateral_type,collateral_value_TND,nb_contrats_prev,nb_contacts_service_client,motifs_contacts,default_flag,recovery_amount_TND,write_off_flag,branch_id,channel,created_at,probabilite_defaut,has_no_default_date
C00099,55,Femme,Cadre,Services,12,1644,Mahdia,L000099,2020-09-28,12,93916,7948.33,6.51,Voiture,97591,4606,1,0,0,1,2025-06-02,14432.67,6,606,Aucune,82341,0,13,Autre,0,0,0,AG004,Agence,2020-09-28,0.37,1
C00100,55,Homme,Commerçant,Commerce,30,6639,Béja,L000100,2023-08-07,60,112967,1943.78,11.03,équipement,114544,4478,3,0,0,3,2023-11-02,74091.33,19,450,Hypothèque,86891,0,4,Réclamation,0,0,0,AG004,Agence,2023-08-07,0.19,1
C00101,53,Femme,Artisan,Commerce,29,7144,Gabès,L000101,2024-12-06,48,99455,2155.98,11.6,Immobilier,102332,16076,0,0,1,1,2024-12-21,23995.73,35,505,Aucune,33033,3,9,Réclamation,0,0,0,AG004,Agence,2024-12-06,0.47,1
C00102,25,Homme,Employé,Agriculture,2,1246,La Manouba,L000102,2022-05-01,12,54756,4753.0,8.63,équipement,56103,18280,0,0,0,0,2025-07-12,26238.0,8,791,Aucune,101154,4,5,Autre,0,0,0,AG002,Courtier,2022-05-01,0.19,1
C00103,62,Femme,Indépendant,Commerce,29,4715,Sousse,L000103,2023-06-01,48,127863,2735.81,7.47,équipement,131239,7366,0,0,0,0,2025-07-12,86825.81,30,583,Nantissement,1378,0,9,Autre,0,0,0,AG004,Agence,2023-06-01,0.23,1
C00104,59,Homme,Cadre,Agriculture,5,3909,Tunis,L000104,2023-06-23,12,66192,5648.0,6.64,Machine,67931,4427,1,0,0,1,2025-02-24,4064.0,5,600,Nantissement,137575,4,10,Autre,0,0,0,AG001,Courtier,2023-06-23,0.27,1
C00105,61,Femme,Employé,Agriculture,28,2034,Kairouan,L000105,2025-05-20,60,53733,1032.55,5.35,Machine,55565,13476,1,0,0,1,2025-05-25,0.0,27,410,Caution solidaire,105461,3,5,Autre,0,0,0,AG003,Courtier,2025-05-20,0.37,1
C00106,48,Homme,Indépendant,Agriculture,7,7387,Médenine,L000106,2022-02-05,24,30993,1420.38,6.88,équipement,34999,5361,1,0,0,1,2022-05-28,28152.25,2,653,Aucune,119104,4,9,Réclamation,0,0,0,AG001,Courtier,2022-02-05,0.01,1
C00107,27,Femme,Artisan,Commerce,32,6246,Monastir,L000107,2025-01-23,36,29143,955.53,9.58,équipement,32022,641,1,0,0,1,2025-02-14,6210.33,5,549,Caution solidaire,33617,4,13,Réclamation,0,0,0,AG001,Mobile,2025-01-23,0.06,1
C00108,29,Homme,Artisan,Agriculture,16,7704,Le Kef,L000108,2025-05-19,24,112044,4857.5,8.74,Voiture,116666,10085,0,0,0,0,2025-07-12,82899.0,12,753,Caution solidaire,135886,0,19,Renégociation,0,0,0,AG002,Agence,2025-05-19,0.0,1
C00109,28,Femme,Agriculteur,Commerce,10,1026,Ariana,L000109,2024-03-06,60,133406,2306.43,11.61,Immobilier,137143,19659,0,0,0,0,2025-07-12,94196.63,22,754,Caution solidaire,126616,1,2,Renégociation,0,0,0,AG001,Mobile,2024-03-06,0.22,1
C00110,32,Homme,Commerçant,Agriculture,12,4943,Tataouine,L000110,2024-10-31,12,74351,6319.92,7.77,Voiture,77216,4050,2,1,0,3,2025-02-17,0.0,6,794,Aucune,23763,2,6,Renégociation,0,0,0,AG002,Agence,2024-10-31,0.15,1
C00111,54,Femme,Agriculteur,Transport,10,7985,Ben Arous,L000111,2023-03-09,24,75309,3314.88,9.86,Machine,78221,4553,0,1,0,1,2024-01-15,15641.25,23,843,Aucune,141072,3,1,Réclamation,0,0,0,AG002,Mobile,2023-03-09,0.18,1
C00112,53,Homme,Cadre,Agriculture,30,3759,Sfax,L000112,2021-02-03,60,148518,2665.3,8.43,Machine,152192,18688,1,1,1,3,2025-03-14,65893.7,60,495,Caution solidaire,134346,3,6,Demande info,1,7120,1,AG003,Courtier,2021-02-03,0.84,0
C00113,43,Homme,Employé,Industrie,27,6358,Siliana,L000113,2021-08-23,48,124156,2666.58,8.59,Voiture,125028,3343,0,0,0,0,2025-07-12,28159.0,35,505,Aucune,54232,3,16,Renégociation,0,0,0,AG001,Mobile,2021-08-23,0.16,1
C00114,44,Femme,Cadre,Agriculture,5,2630,Médenine,L000114,2022-07-02,36,81000,2429.0,6.87,Immobilier,83449,2056,0,0,0,0,2025-07-12,59139.0,0,542,Caution solidaire,145299,2,12,Demande info,0,0,0,AG003,Courtier,2022-07-02,0.28,1
C00115,57,Femme,Indépendant,Services,15,4579,Tozeur,L000115,2021-10-30,24,26576,1259.33,8.18,équipement,27320,19192,0,0,0,0,2025-07-12,13982.67,5,565,Hypothèque,148351,1,8,Demande info,0,0,0,AG003,Mobile,2021-10-30,0.24,1
C00116,55,Homme,Artisan,Agriculture,3,986,Tunis,L000116,2020-12-18,12,8320,757.33,8.3,Voiture,10660,9416,0,1,0,1,2022-06-14,4533.33,7,400,Aucune,110249,4,12,Demande info,1,99,1,AG001,Agence,2020-12-18,0.63,0
C00117,64,Femme,Agriculteur,Industrie,34,7288,Kairouan,L000117,2023-08-25,48,146822,3164.79,9.95,Machine,150749,7226,0,0,0,0,2025-07-12,39219.08,36,445,Nantissement,92916,3,14,Autre,0,0,0,AG001,Agence,2023-08-25,0.1,1
C00118,60,Homme,Agriculteur,Industrie,25,7167,La Manouba,L000118,2023-10-03,60,108002,1924.03,11.58,Immobilier,108626,886,1,1,0,2,2024-07-09,48356.97,44,641,Nantissement,140723,4,12,Réclamation,0,0,0,AG004,Mobile,2023-10-03,0.26,1
C00119,42,Homme,Agriculteur,Commerce,11,3677,Sousse,L000119,2020-12-10,36,31572,960.0,7.31,Machine,34825,8584,0,0,0,0,2025-07-12,3732.0,35,743,Caution solidaire,84463,0,16,Réclamation,0,0,0,AG004,Mobile,2020-12-10,0.16,1
C00120,47,Homme,Cadre,Transport,10,3335,Ben Arous,L000120,2021-02-27,12,22948,2064.33,5.3,Immobilier,25367,18830,1,0,0,1,2025-07-19,240.33,7,826,Hypothèque,7771,0,7,Renégociation,0,0,0,AG002,Agence,2021-02-27,0.02,1
C00121,55,Femme,Artisan,Agriculture,36,2732,Gabès,L000121,2023-02-20,60,121528,2149.47,8.47,Immobilier,123663,11530,1,0,0,1,2025-05-11,29100.93,37,677,Aucune,78996,0,8,Renégociation,0,0,0,AG001,Mobile,2023-02-20,0.22,1
C00122,21,Homme,Employé,Commerce,24,3724,Kasserine,L000122,2025-02-02,60,94051,1645.52,8.81,Immobilier,95976,3591,1,4,1,6,2025-06-12,75950.32,44,402,Caution solidaire,70173,3,8,Réclamation,1,30611,1,AG002,Mobile,2025-02-02,1.0,0
C00123,55,Homme,Indépendant,Transport,17,1648,Gafsa,L000123,2021-02-01,24,32867,1434.46,6.18,Voiture,34907,18565,1,0,0,1,2023-09-23,31432.54,4,541,Hypothèque,40834,2,7,Autre,0,0,0,AG003,Agence,2021-02-01,0.31,1
C00124,57,Femme,Employé,Agriculture,18,2832,Tozeur,L000124,2021-07-10,24,49678,2195.92,10.32,Voiture,50708,16738,0,0,0,0,2025-07-12,18935.17,12,785,Hypothèque,134625,3,15,Réclamation,0,0,0,AG003,Courtier,2021-07-10,0.08,1
C00125,34,Femme,Cadre,Services,22,2052,Béja,L000125,2023-08-07,12,112561,9466.08,11.89,Voiture,117410,2631,2,2,0,4,2024-10-06,103094.92,8,460,Aucune,101290,0,19,Demande info,1,101960,1,AG004,Agence,2023-08-07,0.73,0
C00126,23,Femme,Indépendant,Agriculture,37,6309,La Manouba,L000126,2025-01-10,60,17963,429.38,11.62,Immobilier,21566,17905,1,0,0,1,2025-07-30,8945.95,9,815,Nantissement,128928,0,6,Réclamation,0,0,0,AG002,Agence,2025-01-10,0.0,1
C00127,21,Femme,Agriculteur,Industrie,17,5874,Gabès,L000127,2021-11-22,24,54434,2466.08,6.38,Immobilier,56735,19056,0,1,0,1,2024-11-25,0.0,2,693,Nantissement,34890,3,16,Autre,0,0,0,AG001,Mobile,2021-11-22,0.23,1
C00128,25,Homme,Commerçant,Industrie,25,6508,Kairouan,L000128,2024-01-21,36,71617,2162.36,11.13,Machine,73153,11370,1,1,0,2,2025-06-05,52155.75,24,624,Hypothèque,93740,2,6,Réclamation,0,0,0,AG001,Agence,2024-01-21,0.22,1
C00129,46,Homme,Cadre,Services,5,5912,Tunis,L000129,2022-12-19,36,122569,3472.69,9.93,équipement,126797,18721,1,0,0,1,2025-03-24,119096.31,26,701,Nantissement,79428,2,5,Réclamation,0,0,0,AG004,Agence,2022-12-19,0.0,1
C00130,34,Homme,Cadre,Commerce,3,7131,Ariana,L000130,2020-12-27,60,102352,1856.87,8.18,Voiture,106863,17012,3,0,0,3,2024-04-18,63357.8,44,569,Hypothèque,8689,4,4,Réclamation,0,0,0,AG004,Mobile,2020-12-27,0.1,1
C00131,59,Homme,Artisan,Transport,28,2681,Sousse,L000131,2023-08-30,24,84732,3715.5,8.78,Immobilier,88695,2679,0,0,0,0,2025-07-12,2991.0,11,533,Hypothèque,28063,1,16,Demande info,0,0,0,AG002,Mobile,2023-08-30,0.3,1
C00132,47,Femme,Employé,Agriculture,33,1069,Mahdia,L000132,2020-08-25,12,112648,9513.33,10.95,Machine,114290,4422,1,0,0,1,2022-08-15,55568.0,3,440,Hypothèque,57198,0,7,Renégociation,0,0,0,AG004,Courtier,2020-08-25,0.39,1
C00133,29,Homme,Cadre,Industrie,16,2430,Tunis,L000133,2025-05-12,12,86494,7297.83,8.36,Machine,88749,7463,2,0,0,2,2025-07-27,57302.67,9,630,Nantissement,1363,2,0,Autre,0,0,0,AG004,Agence,2025-05-12,0.31,1
C00134,35,Homme,Cadre,Commerce,15,5205,Le Kef,L000134,2024-07-16,12,82225,6962.08,7.61,Machine,84354,9613,1,1,0,2,2025-05-13,75262.92,9,808,Caution solidaire,147763,0,15,Demande info,0,0,0,AG004,Courtier,2024-07-16,0.12,1
C00135,35,Femme,Agriculteur,Services,1,4003,Jendouba,L000135,2025-05-14,36,87867,2515.75,8.45,Voiture,89129,17510,1,1,0,2,2025-05-16,62709.5,2,625,Nantissement,133823,1,16,Réclamation,0,0,0,AG003,Courtier,2025-05-14,0.38,1
C00136,46,Homme,Agriculteur,Industrie,33,6939,Monastir,L000136,2021-09-03,24,83972,3618.83,9.05,Voiture,88429,1780,1,1,1,3,2025-02-28,29689.5,16,538,Caution solidaire,123763,0,2,Réclamation,1,12709,1,AG002,Courtier,2021-09-03,0.62,0
C00137,62,Homme,Indépendant,Services,7,2374,Tozeur,L000137,2021-02-03,24,101261,4371.21,6.32,équipement,102318,9424,1,0,0,1,2024-02-24,13836.83,8,509,Nantissement,7782,2,12,Renégociation,0,0,0,AG001,Courtier,2021-02-03,0.29,1
C00138,33,Homme,Commerçant,Agriculture,12,5991,Zaghouan,L000138,2024-09-07,36,95748,2778.67,11.31,Machine,97087,6571,1,0,0,1,2025-02-26,0.0,28,696,Aucune,83184,4,7,Renégociation,0,0,0,AG001,Agence,2024-09-07,0.06,1
C00139,52,Homme,Artisan,Transport,7,3692,Le Kef,L000139,2025-07-24,12,129481,10946.08,9.72,Voiture,129983,825,1,0,0,1,2025-07-31,85696.67,0,456,Aucune,143612,3,15,Renégociation,0,0,0,AG002,Agence,2025-07-24,0.27,1
C00140,59,Homme,Commerçant,Industrie,29,2495,Tozeur,L000140,2022-10-11,12,134529,11366.75,9.43,Machine,136080,11155,1,1,0,2,2024-10-22,77695.25,1,829,Nantissement,45991,3,6,Demande info,0,0,0,AG004,Agence,2022-10-11,0.2,1
C00141,52,Homme,Indépendant,Industrie,31,4058,Nabeul,L000141,2021-10-11,60,7251,272.85,5.7,Immobilier,9155,2395,1,0,0,1,2021-10-20,0.0,40,522,Aucune,70875,2,14,Autre,0,0,0,AG004,Courtier,2021-10-11,0.22,1
C00142,24,Femme,Agriculteur,Agriculture,35,7429,Ben Arous,L000142,2021-12-01,48,104108,2236.92,9.23,Machine,104764,4145,1,1,0,2,2023-08-06,0.0,19,639,Aucune,56655,2,1,Renégociation,0,0,0,AG001,Mobile,2021-12-01,0.23,1
C00143,50,Femme,Employé,Commerce,29,4062,Sousse,L000143,2024-11-03,24,102382,4382.92,5.85,équipement,104819,15779,1,1,1,3,2025-01-02,36638.25,24,485,Aucune,63177,1,1,Réclamation,1,6786,1,AG003,Agence,2024-11-03,0.89,0
C00144,57,Homme,Agriculteur,Transport,0,2245,Médenine,L000144,2023-03-08,24,14583,726.62,5.55,Voiture,15593,5492,0,1,1,2,2025-07-26,2957.0,8,575,Aucune,58396,0,9,Autre,1,693,1,AG002,Courtier,2023-03-08,0.79,0
C00145,43,Homme,Artisan,Industrie,38,7063,Ben Arous,L000145,2025-03-03,24,55387,2469.79,8.69,Immobilier,59291,7111,1,1,0,2,2025-04-26,15870.33,1,462,Caution solidaire,16877,1,4,Réclamation,0,0,0,AG004,Courtier,2025-03-03,0.42,1
C00146,59,Femme,Agriculteur,Transport,16,1019,Ariana,L000146,2020-10-23,48,28104,691.5,7.82,Voiture,29741,13087,0,1,0,1,2021-12-08,3210.0,27,438,Hypothèque,127934,3,3,Réclamation,0,0,0,AG003,Courtier,2020-10-23,0.47,1
C00147,35,Homme,Artisan,Industrie,19,852,Tataouine,L000147,2024-12-30,60,17224,397.07,9.12,Immobilier,21638,9984,3,0,0,3,2025-04-24,7297.33,47,537,Caution solidaire,18405,0,14,Autre,0,0,0,AG003,Courtier,2024-12-30,0.27,1
C00148,63,Homme,Artisan,Transport,23,2557,Monastir,L000148,2024-03-18,48,65624,1508.17,5.62,Machine,69445,6792,0,0,0,0,2025-07-12,3789.17,34,640,Hypothèque,116435,1,12,Demande info,0,0,0,AG004,Courtier,2024-03-18,0.22,1
C00149,49,Homme,Artisan,Services,21,6370,Ariana,L000149,2022-06-25,12,109320,9189.0,8.02,Machine,110534,19935,1,0,1,2,2022-07-08,100131.0,4,848,Hypothèque,48629,3,16,Autre,0,0,0,AG002,Courtier,2022-06-25,0.35,1
C00150,56,Femme,Indépendant,Industrie,28,2466,Sfax,L000150,2020-10-22,12,83572,7140.33,6.22,équipement,86358,7711,1,0,0,1,2021-11-16,47870.33,12,625,Nantissement,46233,0,0,Renégociation,0,0,0,AG002,Agence,2020-10-22,0.3,1
C00151,33,Homme,Artisan,Transport,21,6156,Béja,L000151,2021-07-03,24,90469,3933.54,11.91,équipement,93623,1565,3,1,0,4,2023-05-07,55067.12,2,842,Nantissement,21471,4,17,Autre,0,0,0,AG001,Mobile,2021-07-03,0.16,1
C00152,52,Femme,Artisan,Commerce,8,7701,Sousse,L000152,2021-08-31,36,82928,2358.56,8.93,Immobilier,84418,3667,1,1,0,2,2023-04-05,35756.89,31,605,Nantissement,3302,4,14,Renégociation,0,0,0,AG001,Agence,2021-08-31,0.23,1
C00153,27,Homme,Employé,Services,36,3585,Gafsa,L000153,2023-04-25,24,9141,447.88,9.81,équipement,14070,6459,2,0,0,2,2024-10-08,6901.62,17,563,Nantissement,113466,1,13,Renégociation,0,0,0,AG002,Agence,2023-04-25,0.24,1
C00154,42,Femme,Commerçant,Services,9,1519,Kairouan,L000154,2023-06-03,36,75871,2166.53,7.28,équipement,78531,4096,1,1,0,2,2024-06-01,0.0,5,426,Nantissement,80048,2,8,Autre,0,0,0,AG004,Courtier,2023-06-03,0.46,1
C00155,48,Femme,Cadre,Commerce,35,1205,Nabeul,L000155,2025-04-20,48,141149,3081.6,5.66,équipement,146106,1019,0,0,0,0,2025-07-12,51782.48,37,582,Caution solidaire,97972,0,11,Autre,0,0,0,AG002,Agence,2025-04-20,0.25,1
C00156,22,Homme,Commerçant,Transport,36,7551,Siliana,L000156,2021-09-03,12,51015,4439.25,11.83,équipement,53659,9476,1,0,1,2,2025-02-09,42136.5,5,597,Caution solidaire,136094,1,4,Renégociation,0,0,0,AG001,Mobile,2021-09-03,0.39,1
C00157,62,Femme,Artisan,Agriculture,27,7964,Ariana,L000157,2025-06-25,36,64902,1928.83,7.0,Machine,67465,8254,0,1,1,2,2025-07-12,30183.0,12,736,Aucune,43239,2,1,Réclamation,1,21185,1,AG001,Mobile,2025-06-25,0.6,0
C00158,26,Homme,Employé,Commerce,27,7365,Ben Arous,L000158,2025-05-18,48,10577,370.35,7.97,équipement,13680,11584,2,0,0,2,2025-06-30,9836.29,45,836,Caution solidaire,128185,2,6,Autre,0,0,0,AG001,Courtier,2025-05-18,0.0,1
C00159,48,Femme,Agriculteur,Transport,20,7655,Ben Arous,L000159,2020-12-11,12,25002,2216.5,9.55,Machine,27479,5965,3,1,0,4,2025-07-11,22785.5,4,506,Caution solidaire,123811,0,8,Demande info,0,0,0,AG002,Mobile,2020-12-11,0.39,1
C00160,48,Homme,Employé,Commerce,23,3094,Gabès,L000160,2023-11-09,36,55711,1648.53,5.17,Machine,56586,11464,1,0,0,1,2024-02-22,29334.56,12,843,Nantissement,121097,0,17,Renégociation,0,0,0,AG002,Courtier,2023-11-09,0.09,1
C00161,64,Homme,Artisan,Commerce,39,871,Mahdia,L000161,2024-05-11,24,44451,1932.12,10.67,Voiture,45692,18653,1,2,0,3,2024-09-30,38654.62,14,588,Aucune,59269,2,3,Réclamation,1,31190,1,AG004,Mobile,2024-05-11,0.75,0
C00162,64,Femme,Employé,Industrie,1,6749,Mahdia,L000162,2021-07-21,24,39831,1853.62,8.76,Machine,44816,12439,1,0,1,2,2023-05-02,12026.62,11,435,Caution solidaire,103558,3,1,Autre,1,3709,1,AG001,Mobile,2021-07-21,0.58,0
C00163,40,Homme,Employé,Transport,7,7128,Sousse,L000163,2024-09-25,24,101498,4388.08,6.95,Machine,104665,4721,0,0,1,1,2025-07-17,53229.08,20,484,Caution solidaire,90868,1,0,Autre,1,19154,1,AG003,Agence,2024-09-25,0.51,0
C00164,50,Homme,Artisan,Agriculture,26,2853,La Manouba,L000164,2023-04-16,48,133949,2932.6,5.43,équipement,135689,8408,2,1,0,3,2025-01-07,10779.62,32,554,Aucune,61895,0,11,Réclamation,0,0,0,AG003,Mobile,2023-04-16,0.4,1
C00165,31,Femme,Indépendant,Industrie,21,2029,Sousse,L000165,2021-01-15,24,100119,4273.62,6.14,Machine,104089,195,2,0,0,2,2021-10-03,27467.38,24,568,Hypothèque,69890,2,12,Demande info,0,0,0,AG004,Courtier,2021-01-15,0.22,1
C00166,48,Homme,Employé,Commerce,36,2367,Kasserine,L000166,2023-11-30,60,71830,1391.17,11.27,Immobilier,74697,3273,1,0,1,2,2024-12-23,66265.33,2,683,Nantissement,97383,3,13,Renégociation,1,63906,1,AG004,Mobile,2023-11-30,0.52,0
C00167,45,Homme,Cadre,Commerce,26,4482,Jendouba,L000167,2022-11-20,12,85632,7271.0,9.8,équipement,88375,15330,0,0,1,1,2024-06-01,78361.0,1,671,Caution solidaire,35284,4,4,Autre,1,69745,1,AG001,Mobile,2022-11-20,0.56,0
C00168,59,Femme,Cadre,Commerce,28,3753,Bizerte,L000168,2025-06-25,48,41833,922.52,6.75,équipement,45882,10886,0,0,1,1,2025-06-26,38142.92,25,434,Caution solidaire,75692,2,2,Demande info,1,23379,1,AG002,Agence,2025-06-25,0.67,0
C00169,53,Femme,Employé,Transport,2,5282,Siliana,L000169,2021-11-11,24,29398,1359.92,5.46,équipement,30315,3212,2,1,0,3,2025-08-05,3559.58,21,819,Aucune,89294,3,3,Renégociation,0,0,0,AG002,Courtier,2021-11-11,0.16,1
C00170,21,Homme,Indépendant,Transport,12,6687,Tozeur,L000170,2023-10-24,12,66554,5728.17,9.83,Voiture,67660,2755,0,0,0,0,2025-07-12,15000.5,7,583,Caution solidaire,144797,4,16,Demande info,0,0,0,AG003,Courtier,2023-10-24,0.0,1
C00171,47,Homme,Agriculteur,Industrie,9,1498,Siliana,L000171,2023-12-03,36,55755,1601.75,9.01,équipement,56822,17905,0,0,0,0,2025-07-12,2897.25,1,498,Nantissement,94852,3,18,Renégociation,0,0,0,AG001,Courtier,2023-12-03,0.29,1
C00172,33,Femme,Artisan,Agriculture,35,6096,Gafsa,L000172,2020-11-29,24,69994,2971.42,7.83,Machine,71037,1080,0,0,0,0,2025-07-12,28394.17,3,636,Caution solidaire,77080,0,10,Renégociation,0,0,0,AG003,Agence,2020-11-29,0.07,1
C00173,61,Femme,Cadre,Industrie,8,1626,La Manouba,L000173,2022-10-23,12,68884,5938.33,7.55,Immobilier,70267,15501,2,0,1,3,2023-11-28,21377.33,1,802,Hypothèque,81863,2,7,Demande info,0,0,0,AG003,Mobile,2022-10-23,0.47,1
C00174,23,Homme,Agriculteur,Services,26,6718,Le Kef,L000174,2023-12-14,60,89361,1656.35,6.52,équipement,91084,17105,2,0,0,2,2024-01-22,71141.15,27,840,Nantissement,16705,4,11,Renégociation,0,0,0,AG001,Courtier,2023-12-14,0.06,1
C00175,59,Femme,Employé,Commerce,33,1148,La Manouba,L000175,2023-04-20,36,22482,762.5,9.69,équipement,25875,14047,0,3,0,3,2025-05-29,3419.5,27,521,Hypothèque,63131,3,17,Autre,1,2558,1,AG004,Mobile,2023-04-20,0.87,0
C00176,26,Homme,Agriculteur,Commerce,0,6174,La Manouba,L000176,2021-08-02,60,59225,1050.08,11.79,Immobilier,61793,17946,1,2,0,3,2025-05-07,29822.67,24,816,Aucune,76015,4,17,Autre,0,0,0,AG003,Mobile,2021-08-02,0.42,1
C00177,28,Homme,Commerçant,Commerce,31,4708,Tozeur,L000177,2025-01-18,12,79854,6759.5,6.23,équipement,84063,639,2,0,0,2,2025-07-11,32537.5,9,422,Nantissement,62456,1,8,Demande info,0,0,0,AG004,Mobile,2025-01-18,0.26,1
C00178,47,Homme,Cadre,Industrie,24,1107,Sousse,L000178,2022-12-20,60,46256,900.93,9.18,Voiture,48542,12502,0,0,0,0,2025-07-12,2110.27,44,774,Caution solidaire,76859,2,4,Demande info,0,0,0,AG002,Agence,2022-12-20,0.15,1
C00179,29,Homme,Employé,Industrie,28,4216,Monastir,L000179,2024-05-02,12,113721,9674.75,7.97,Machine,115678,5190,0,0,0,0,2025-07-12,75022.0,1,462,Nantissement,67238,0,16,Renégociation,0,0,0,AG003,Mobile,2024-05-02,0.25,1
C00180,57,Homme,Artisan,Commerce,6,6046,Tataouine,L000180,2024-11-23,12,86110,7270.83,8.13,Immobilier,88524,3736,0,1,0,1,2025-05-14,13401.67,9,725,Nantissement,75940,4,12,Renégociation,0,0,0,AG001,Agence,2024-11-23,0.23,1
C00181,53,Femme,Indépendant,Industrie,2,6856,La Manouba,L000181,2024-09-15,60,118606,2169.77,6.78,Immobilier,119183,16473,1,0,0,1,2024-12-25,12287.43,33,549,Nantissement,99134,3,5,Demande info,0,0,0,AG004,Agence,2024-09-15,0.12,1
C00182,62,Femme,Employé,Transport,19,3134,Tozeur,L000182,2025-05-20,12,19650,1702.5,10.78,Voiture,23763,1251,0,0,0,0,2025-07-12,12840.0,12,594,Hypothèque,73916,4,13,Réclamation,0,0,0,AG002,Agence,2025-05-20,0.17,1
C00183,64,Femme,Artisan,Transport,19,5661,Le Kef,L000183,2021-01-17,24,33930,1582.75,8.4,Machine,35738,9294,3,0,0,3,2022-09-26,3857.75,20,479,Aucune,61396,3,14,Demande info,0,0,0,AG002,Courtier,2021-01-17,0.22,1
C00184,44,Femme,Indépendant,Industrie,29,5620,Siliana,L000184,2024-10-07,12,105400,8916.33,8.8,Voiture,106547,16732,1,0,0,1,2024-12-05,87567.33,11,714,Nantissement,3877,4,13,Réclamation,0,0,0,AG003,Agence,2024-10-07,0.04,1
C00185,35,Homme,Indépendant,Commerce,34,3609,Kairouan,L000185,2022-09-13,48,16801,407.02,7.13,Machine,19488,4052,1,0,0,1,2022-10-14,14358.88,36,552,Caution solidaire,108407,0,3,Réclamation,0,0,0,AG002,Courtier,2022-09-13,0.16,1
C00186,52,Homme,Employé,Industrie,34,6515,Sousse,L000186,2020-09-16,12,56360,4833.67,6.27,Voiture,57412,19325,1,0,0,1,2023-02-20,0.0,11,416,Nantissement,84256,0,17,Demande info,0,0,0,AG001,Agence,2020-09-16,0.18,1
C00187,52,Homme,Agriculteur,Industrie,38,4358,Kairouan,L000187,2023-07-22,48,92908,2115.58,5.6,équipement,93689,271,1,2,1,4,2024-11-16,78098.92,22,438,Nantissement,31818,2,0,Demande info,1,18003,1,AG003,Agence,2023-07-22,1.0,0
C00188,44,Homme,Agriculteur,Industrie,26,5278,Kebili,L000188,2024-05-12,12,37334,3179.17,10.0,Voiture,39115,18414,0,1,0,1,2025-01-25,18259.0,0,732,Aucune,48555,0,11,Demande info,0,0,0,AG002,Agence,2024-05-12,0.26,1
C00189,61,Femme,Indépendant,Services,25,4277,Nabeul,L000189,2022-04-19,12,18288,1670.0,6.37,Immobilier,20634,11698,0,1,0,1,2022-06-22,3258.0,11,747,Caution solidaire,42368,4,8,Réclamation,0,0,0,AG001,Agence,2022-04-19,0.28,1
C00190,32,Homme,Agriculteur,Transport,13,7331,Siliana,L000190,2024-12-06,60,17191,401.52,9.83,Immobilier,20178,15889,3,1,0,4,2025-01-13,12372.8,1,601,Caution solidaire,123054,4,9,Autre,0,0,0,AG004,Mobile,2024-12-06,0.24,1
C00191,59,Homme,Commerçant,Agriculture,16,5420,Tunis,L000191,2024-04-18,24,23051,1088.46,7.73,Immobilier,26344,9657,2,0,0,2,2024-07-23,13254.87,15,822,Hypothèque,89666,0,17,Autre,0,0,0,AG004,Mobile,2024-04-18,0.0,1
C00192,22,Femme,Indépendant,Agriculture,17,3486,Le Kef,L000192,2025-02-07,24,66715,2914.79,7.91,Voiture,70926,9387,1,1,0,2,2025-07-26,14248.75,21,679,Caution solidaire,98777,1,16,Demande info,0,0,0,AG003,Agence,2025-02-07,0.36,1
C00193,23,Femme,Indépendant,Services,28,3785,La Manouba,L000193,2022-05-16,36,15737,610.14,8.28,Immobilier,20436,16376,0,0,0,0,2025-07-12,0.0,33,821,Caution solidaire,109928,4,18,Demande info,0,0,0,AG001,Mobile,2022-05-16,0.04,1
C00194,57,Femme,Artisan,Industrie,19,1075,Kasserine,L000194,2024-05-21,60,70140,1368.0,7.57,Immobilier,73416,11279,2,0,1,3,2024-07-02,35940.0,15,487,Caution solidaire,49421,2,3,Renégociation,1,25426,1,AG002,Courtier,2024-05-21,0.78,0
C00195,37,Femme,Agriculteur,Services,26,3347,Sousse,L000195,2025-02-10,60,10147,264.12,5.7,équipement,12243,12015,1,0,1,2,2025-06-01,5657.02,19,840,Nantissement,26620,1,15,Renégociation,0,0,0,AG003,Mobile,2025-02-10,0.47,1
C00196,22,Homme,Indépendant,Services,17,3564,Zaghouan,L000196,2024-06-15,24,55508,2474.83,7.17,équipement,56487,7041,0,1,0,1,2024-09-23,3536.5,15,699,Hypothèque,121238,0,6,Renégociation,0,0,0,AG003,Mobile,2024-06-15,0.28,1
C00197,22,Homme,Commerçant,Commerce,3,1136,Siliana,L000197,2022-08-31,60,57224,1093.73,9.65,Machine,61036,17510,1,0,0,1,2024-08-27,21130.8,5,691,Caution solidaire,60539,3,8,Demande info,0,0,0,AG002,Mobile,2022-08-31,0.26,1
C00198,48,Femme,Artisan,Transport,0,2773,Nabeul,L000198,2022-01-17,24,24643,1216.79,9.66,Machine,28361,8708,1,0,0,1,2023-08-01,0.0,12,754,Caution solidaire,17077,4,7,Autre,0,0,0,AG001,Agence,2022-01-17,0.08,1
